census_year,clue_small_area,clue_industry,total_establishments
2017,Melbourne (CBD),Arts and Recreation Services,28
2017,Melbourne (CBD),Construction,91
2017,Melbourne (CBD),Other Services,819
2017,Melbourne (CBD),Business Services,9
2017,Melbourne (CBD),Business Services,1427
2017,Melbourne (CBD),Real Estate Services,198
2017,Melbourne (CBD),Wholesale Trade,7
2017,Melbourne (Remainder),Finance and Insurance,15
2017,Melbourne (Remainder),Information Media,3
2017,Melbourne (Remainder),Wholesale Trade,4
2017,North Melbourne,Food Catering Services,4
2017,North Melbourne,Food and Beverage Services,2
2017,North Melbourne,Arts and Recreation Services,3
2017,North Melbourne,Construction,8
2017,North Melbourne,Health Care and Social Assistance,94
2017,North Melbourne,Information Media,3
2017,North Melbourne,Manufacturing,10
2017,North Melbourne,Manufacturing,4
2017,North Melbourne,Other Services,5
2017,North Melbourne,Other Services,121
2017,North Melbourne,Business Services,111
2017,North Melbourne,Public Administration and Safety,4
2017,North Melbourne,Real Estate Services,2
2017,North Melbourne,Retail Trade,1
2017,Parkville,Food Catering Services,1
2015,Carlton,Business Services,15
2015,Carlton,Retail Trade,8
2015,Docklands,Admin and Support Services,2
2015,Docklands,Admin and Support Services,4
2015,Docklands,Arts and Recreation Services,27
2015,Docklands,Education and Training,9
2015,Docklands,Information Media,6
2015,Docklands,Manufacturing,2
2015,Docklands,Other Services,21
2015,Docklands,"Transport, Postal and Storage",4
2015,East Melbourne,Health Care and Social Assistance,1
2015,East Melbourne,Business Services,16
2015,East Melbourne,"Transport, Postal and Storage",2
2015,Kensington,Food Catering Services,1
2015,Kensington,Manufacturing,3
2015,Kensington,Manufacturing,35
2015,Melbourne (CBD),Arts and Recreation Services,4
2015,Melbourne (CBD),Construction,20
2015,Melbourne (CBD),Construction,65
2015,Melbourne (CBD),Education and Training,107
2015,Melbourne (CBD),Agriculture and Mining,8
2015,Melbourne (CBD),Public Administration and Safety,77
2015,Melbourne (Remainder),Food and Beverage Services,5
2015,Melbourne (Remainder),Admin and Support Services,2
2015,Melbourne (Remainder),Arts and Recreation Services,2
2015,Melbourne (Remainder),Construction,1
2015,Melbourne (Remainder),Health Care and Social Assistance,6
2015,Melbourne (Remainder),Information Media,4
2015,Melbourne (Remainder),Manufacturing,6
2015,Melbourne (Remainder),Other Services,3
2015,North Melbourne,Food and Beverage Services,99
2015,North Melbourne,"Electricity, Gas, Water",1
2015,North Melbourne,Health Care and Social Assistance,1
2015,North Melbourne,Manufacturing,46
2015,North Melbourne,Public Administration and Safety,7
2015,Parkville,Food and Beverage Services,6
2015,Parkville,Food Catering Services,1
2015,Parkville,Education and Training,8
2015,Parkville,Health Care and Social Assistance,1
2015,Parkville,Public Administration and Safety,3
2015,Parkville,Public Administration and Safety,1
2015,Parkville,"Transport, Postal and Storage",2
2015,Parkville,"Transport, Postal and Storage",3
2015,Port Melbourne,Arts and Recreation Services,5
2015,Port Melbourne,Manufacturing,7
2015,Port Melbourne,Public Administration and Safety,1
2015,Port Melbourne,"Transport, Postal and Storage",25
2015,South Yarra,Food Catering Services,4
2015,Southbank,Agriculture and Mining,3
2015,Southbank,Arts and Recreation Services,6
2015,Southbank,Arts and Recreation Services,8
2015,Southbank,Construction,14
2015,Southbank,Construction,21
2015,Southbank,"Electricity, Gas, Water",1
2015,Southbank,"Electricity, Gas, Water",2
2015,Southbank,Finance and Insurance,17
2015,Southbank,Manufacturing,4
2015,Southbank,Other Services,1
2015,Southbank,Business Services,5
2015,West Melbourne (Industrial),Retail Trade,8
2015,West Melbourne (Industrial),Wholesale Trade,1
2015,West Melbourne (Industrial),Wholesale Trade,150
2015,West Melbourne (Residential),Admin and Support Services,9
2015,West Melbourne (Residential),Education and Training,1
2015,West Melbourne (Residential),"Electricity, Gas, Water",8
2015,West Melbourne (Residential),Health Care and Social Assistance,14
2015,West Melbourne (Residential),Information Media,3
2015,West Melbourne (Residential),Business Services,84
2015,West Melbourne (Residential),Public Administration and Safety,3
2015,West Melbourne (Residential),Retail Trade,1
2014,Carlton,Food Catering Services,26
2014,Carlton,Agriculture and Mining,2
2014,Carlton,Construction,1
2014,Carlton,Education and Training,48
2014,Carlton,Health Care and Social Assistance,1
2014,Carlton,Manufacturing,3
2014,Docklands,Finance and Insurance,19
2014,Docklands,Health Care and Social Assistance,17
2014,Docklands,Business Services,6
2014,Docklands,Real Estate Services,44
2014,East Melbourne,Food Catering Services,17
2014,East Melbourne,Health Care and Social Assistance,24
2014,East Melbourne,Manufacturing,2
2014,East Melbourne,Other Services,34
2014,Kensington,Food Catering Services,1
2014,Kensington,Manufacturing,25
2014,Kensington,Business Services,8
2014,Kensington,Public Administration and Safety,3
2014,Kensington,"Transport, Postal and Storage",2
2014,Melbourne (CBD),Food Catering Services,6
2014,Melbourne (CBD),Agriculture and Mining,1
2014,Melbourne (CBD),Information Media,18
2014,Melbourne (CBD),Manufacturing,5
2014,Melbourne (CBD),Real Estate Services,12
2014,Melbourne (CBD),Retail Trade,1487
2014,Melbourne (CBD),"Transport, Postal and Storage",57
2014,Melbourne (Remainder),Other Services,12
2014,North Melbourne,Agriculture and Mining,1
2014,North Melbourne,Health Care and Social Assistance,90
2014,North Melbourne,Manufacturing,12
2014,North Melbourne,Public Administration and Safety,7
2014,North Melbourne,Real Estate Services,2
2014,North Melbourne,"Transport, Postal and Storage",3
2014,Parkville,Arts and Recreation Services,28
2014,Parkville,Information Media,1
2014,Port Melbourne,Food and Beverage Services,4
2014,Port Melbourne,Health Care and Social Assistance,1
2014,Port Melbourne,Information Media,4
2014,Port Melbourne,Public Administration and Safety,5
2014,Port Melbourne,"Transport, Postal and Storage",24
2014,Port Melbourne,Wholesale Trade,1
2014,Port Melbourne,Wholesale Trade,61
2014,South Yarra,Education and Training,3
2014,Southbank,Construction,20
2014,Southbank,Health Care and Social Assistance,6
2014,Southbank,Business Services,7
2014,Southbank,Wholesale Trade,2
2014,West Melbourne (Industrial),Rental and Hiring Services,6
2014,West Melbourne (Residential),Food Catering Services,4
2014,West Melbourne (Residential),Construction,8
2014,West Melbourne (Residential),"Transport, Postal and Storage",1
2013,Carlton,Health Care and Social Assistance,1
2013,Carlton,Business Services,14
2013,Carlton,Wholesale Trade,1
2013,Docklands,Information Media,1
2013,East Melbourne,Food Catering Services,17
2013,East Melbourne,"Electricity, Gas, Water",3
2013,East Melbourne,Health Care and Social Assistance,5
2013,East Melbourne,Health Care and Social Assistance,200
2013,East Melbourne,Information Media,1
2013,East Melbourne,Business Services,22
2013,Kensington,Education and Training,4
2013,Kensington,Health Care and Social Assistance,16
2013,Kensington,Public Administration and Safety,3
2013,Kensington,Real Estate Services,7
2013,Melbourne (CBD),Food Catering Services,5
2013,Melbourne (CBD),Education and Training,173
2013,Melbourne (CBD),"Electricity, Gas, Water",8
2013,Melbourne (CBD),Information Media,19
2013,Melbourne (CBD),Information Media,93
2013,Melbourne (Remainder),Admin and Support Services,19
2013,Melbourne (Remainder),Construction,4
2013,Melbourne (Remainder),Business Services,21
2013,North Melbourne,Food and Beverage Services,90
2013,North Melbourne,Information Media,2
2013,North Melbourne,Wholesale Trade,8
2013,Parkville,"Electricity, Gas, Water",8
2013,Parkville,Other Services,13
2013,Port Melbourne,Information Media,1
2013,Port Melbourne,Manufacturing,2
2013,Port Melbourne,Retail Trade,20
2013,South Yarra,Food and Beverage Services,5
2013,Southbank,Construction,20
2013,Southbank,Real Estate Services,3
2013,West Melbourne (Industrial),Education and Training,1
2013,West Melbourne (Industrial),Manufacturing,5
2013,West Melbourne (Industrial),"Transport, Postal and Storage",26
2013,West Melbourne (Residential),Information Media,3
2013,West Melbourne (Residential),Manufacturing,6
2013,West Melbourne (Residential),"Transport, Postal and Storage",18
2012,Carlton,Food and Beverage Services,17
2012,Carlton,Construction,13
2012,Carlton,Finance and Insurance,29
2012,Carlton,Health Care and Social Assistance,14
2012,Docklands,Arts and Recreation Services,1
2012,Docklands,Arts and Recreation Services,21
2012,Docklands,Construction,10
2012,Docklands,Manufacturing,10
2012,Docklands,Other Services,1
2012,Docklands,Wholesale Trade,2
2012,East Melbourne,Health Care and Social Assistance,3
2012,East Melbourne,Information Media,3
2012,Kensington,Food Catering Services,1
2012,Kensington,Construction,21
2012,Kensington,Information Media,2
2012,Kensington,Business Services,27
2012,Kensington,Retail Trade,1
2012,Melbourne (CBD),Admin and Support Services,93
2012,Melbourne (CBD),Construction,17
2012,Melbourne (CBD),Business Services,1428
2012,Melbourne (CBD),Public Administration and Safety,81
2012,Melbourne (CBD),Retail Trade,1473
2012,Melbourne (CBD),"Transport, Postal and Storage",28
2012,Melbourne (Remainder),Business Services,43
2012,North Melbourne,Education and Training,1
2012,North Melbourne,Real Estate Services,2
2012,North Melbourne,"Transport, Postal and Storage",27
2012,Parkville,Public Administration and Safety,1
2012,Port Melbourne,Rental and Hiring Services,1
2012,Southbank,Arts and Recreation Services,9
2012,Southbank,Education and Training,5
2012,Southbank,Finance and Insurance,17
2012,Southbank,Rental and Hiring Services,5
2012,West Melbourne (Industrial),Manufacturing,6
2012,West Melbourne (Residential),Food Catering Services,1
2012,West Melbourne (Residential),Construction,2
2012,West Melbourne (Residential),Finance and Insurance,1
2012,West Melbourne (Residential),Health Care and Social Assistance,1
2012,West Melbourne (Residential),Manufacturing,13
2012,West Melbourne (Residential),Other Services,5
2012,West Melbourne (Residential),Other Services,48
2012,West Melbourne (Residential),Business Services,1
2011,Carlton,Information Media,6
2011,Carlton,Other Services,21
2011,Carlton,Wholesale Trade,1
2011,Docklands,Finance and Insurance,20
2011,Docklands,Information Media,5
2011,Docklands,Business Services,82
2011,Docklands,Rental and Hiring Services,3
2011,Docklands,Retail Trade,277
2011,East Melbourne,"Electricity, Gas, Water",2
2011,East Melbourne,Manufacturing,1
2011,Kensington,Manufacturing,4
2011,Kensington,Manufacturing,32
2011,Melbourne (CBD),Admin and Support Services,3
2011,Melbourne (CBD),Construction,2
2011,Melbourne (CBD),Education and Training,3
2011,Melbourne (CBD),Health Care and Social Assistance,1
2011,Melbourne (CBD),Information Media,23
2011,Melbourne (CBD),Manufacturing,6
2011,Melbourne (CBD),Real Estate Services,2
2011,Melbourne (CBD),Rental and Hiring Services,21
2011,Melbourne (CBD),Wholesale Trade,103
2011,Melbourne (Remainder),Health Care and Social Assistance,3
2011,Melbourne (Remainder),Rental and Hiring Services,1
2011,Melbourne (Remainder),Real Estate Services,9
2011,Melbourne (Remainder),"Transport, Postal and Storage",1
2011,Melbourne (Remainder),Wholesale Trade,3
2011,North Melbourne,Construction,2
2011,North Melbourne,Education and Training,18
2011,North Melbourne,Health Care and Social Assistance,5
2011,North Melbourne,Rental and Hiring Services,1
2011,Parkville,Food Catering Services,9
2011,Parkville,Real Estate Services,1
2011,Port Melbourne,Agriculture and Mining,2
2011,Port Melbourne,Finance and Insurance,1
2011,Port Melbourne,Business Services,59
2011,Port Melbourne,Real Estate Services,1
2011,Port Melbourne,Wholesale Trade,52
2011,Southbank,Food Catering Services,2
2011,Southbank,"Electricity, Gas, Water",1
2011,West Melbourne (Industrial),Manufacturing,6
2011,West Melbourne (Industrial),Business Services,3
2011,West Melbourne (Residential),Rental and Hiring Services,4
2010,Carlton,Food and Beverage Services,12
2010,Carlton,Education and Training,7
2010,Carlton,Other Services,21
2010,Docklands,Food and Beverage Services,1
2010,East Melbourne,Admin and Support Services,4
2010,East Melbourne,Admin and Support Services,8
2010,East Melbourne,Agriculture and Mining,1
2010,Kensington,Food Catering Services,1
2010,Kensington,Arts and Recreation Services,8
2010,Kensington,Manufacturing,9
2010,Melbourne (CBD),Manufacturing,5
2010,Melbourne (CBD),Agriculture and Mining,40
2010,Melbourne (CBD),Real Estate Services,29
2010,Melbourne (Remainder),Wholesale Trade,3
2010,North Melbourne,Admin and Support Services,35
2010,North Melbourne,Retail Trade,5
2010,North Melbourne,Retail Trade,109
2010,Parkville,Business Services,9
2010,Port Melbourne,Information Media,1
2010,Port Melbourne,Business Services,59
2010,Port Melbourne,Rental and Hiring Services,1
2010,Southbank,Arts and Recreation Services,9
2010,Southbank,Construction,5
2010,Southbank,Health Care and Social Assistance,1
2010,Southbank,Manufacturing,3
2010,Southbank,Business Services,3
2010,Southbank,Public Administration and Safety,1
2010,Southbank,"Transport, Postal and Storage",9
2010,Southbank,Wholesale Trade,3
2010,West Melbourne (Industrial),Food and Beverage Services,7
2010,West Melbourne (Industrial),Arts and Recreation Services,3
2010,West Melbourne (Industrial),Rental and Hiring Services,6
2010,West Melbourne (Residential),Food Catering Services,1
2010,West Melbourne (Residential),Food Catering Services,4
2010,West Melbourne (Residential),Admin and Support Services,12
2010,West Melbourne (Residential),Education and Training,10
2010,West Melbourne (Residential),Real Estate Services,1
2010,West Melbourne (Residential),Rental and Hiring Services,1
2010,West Melbourne (Residential),"Transport, Postal and Storage",1
2009,Carlton,Food and Beverage Services,12
2009,Carlton,Food Catering Services,11
2009,Carlton,Agriculture and Mining,1
2009,Carlton,Arts and Recreation Services,1
